month,category,orders,revenue,avg_price,customers
5,brinquedos,410,55190.33,127.75539351851852,409
5,cama_mesa_banho,935,112459.28,93.56013311148087,921
5,casa_conforto,53,8339.47,138.99116666666666,53
5,casa_construcao,68,12567.880000000001,126.94828282828284,68
5,cine_foto,18,2336.29,122.96263157894737,18
5,climatizacao,21,3067.97,133.39,21
5,consoles_games,66,9701.050000000001,109.00056179775282,66
5,construcao_ferramentas_construcao,90,20848.59,165.465,90
5,construcao_ferramentas_ferramentas,7,1221.8,174.54285714285714,7
5,construcao_ferramentas_iluminacao,32,5567.81,129.4839534883721,32
5,construcao_ferramentas_jardim,19,2650.52,110.43833333333333,19
5,construcao_ferramentas_seguranca,25,8042.3099999999995,259.4293548387097,25
5,cool_stuff,405,66331.54,149.73259593679458,403
5,dvds_blu_ray,10,949.49,59.343125,10
5,eletrodomesticos,91,8240.960000000001,87.66978723404256,85
5,eletrodomesticos_2,32,17534.28,547.94625,32
5,eletronicos,285,24090.09,77.70996774193549,285
5,eletroportateis,55,15862.43,240.3398484848485,55
5,esporte_lazer,718,98703.71,118.49184873949581,709
5,fashion_bolsas_e_acessorios,202,21093.98,88.25933054393305,195
5,fashion_calcados,32,3410.14,103.33757575757575,32
5,fashion_esporte,3,124.84,41.61333333333334,3
5,fashion_roupa_feminina,5,422.40000000000003,84.48,5
5,fashion_roupa_infanto_juvenil,1,110.0,110.0,1
5,fashion_roupa_masculina,4,738.89,147.778,3
5,fashion_underwear_e_moda_praia,11,490.9,37.76153846153846,11
5,ferramentas_jardim,354,60762.33,132.9591466083151,352
5,flores,1,16.4,16.4,1
5,fraldas_higiene,3,117.0,39.0,3
5,industria_comercio_e_negocios,37,4410.79,102.57651162790698,37
5,informatica_acessorios,669,108354.62,130.39063778580024,664
5,instrumentos_musicais,78,41758.76,417.5876,78
5,la_cuisine,1,193.0,193.0,1
5,livros_importados,9,622.92,51.91,9
5,livros_interesse_geral,70,8455.48,111.25631578947367,70
5,livros_tecnicos,58,3317.48,56.22847457627119,57
5,malas_acessorios,108,20669.670000000002,166.69088709677422,108
5,market_place,34,3479.42,91.56368421052632,34
5,moveis_colchao_e_estofado,3,814.69,162.93800000000002,3
5,moveis_cozinha_area_de_servico_jantar_e_jardim,19,3614.5699999999997,164.29863636363635,19
5,moveis_decoracao,696,83290.24,89.17584582441114,688
5,moveis_escritorio,125,30324.06,182.67506024096386,124
5,moveis_quarto,11,3854.95,256.99666666666667,11
5,moveis_sala,42,7780.41,152.55705882352942,41
5,musica,5,729.0,145.8,5
5,papelaria,186,19646.260000000002,95.83541463414635,185
5,pc_gamer,1,129.99,129.99,1
5,pcs,7,9429.92,673.5657142857143,7
5,perfumaria,314,45940.4,130.8843304843305,313
5,pet_shop,193,21322.34,95.61587443946189,193
5,portateis_casa_forno_e_cafe,9,10161.6,1129.0666666666666,9
5,portateis_cozinha_e_preparadores_de_alimentos,2,1958.0,979.0,2
5,relogios_presentes,722,166184.41,211.69988535031848,717
5,sinalizacao_e_seguranca,9,1192.35,108.39545454545454,9
5,tablets_impressao_imagem,8,1564.88,195.61,8
5,telefonia,447,31746.72,65.05475409836066,445
5,telefonia_fixa,22,2408.43,89.2011111111111,22
5,utilidades_domesticas,757,86760.75,89.90751295336787,751
6,agro_industria_e_comercio,11,4905.8,445.9818181818182,11
6,alimentos,25,1548.98,59.576153846153844,25
6,alimentos_bebidas,11,351.25,27.01923076923077,11
6,artes,33,2947.84,73.696,33
6,artigos_de_festas,2,84.80000000000001,42.400000000000006,2
6,artigos_de_natal,8,490.89,49.089,8
6,audio,30,3560.69,111.2715625,30
6,automotivo,375,82862.21,192.25570765661254,373
6,bebes,279,43524.61,136.8698427672956,279
6,bebidas,31,1769.48,50.55657142857143,31
6,beleza_saude,1038,142674.8,121.42536170212765,1027
6,brinquedos,329,39110.79,107.44722527472528,328
6,cama_mesa_banho,992,112626.07,90.39010433386838,973
6,casa_conforto,34,8728.58,189.75173913043477,34
6,casa_conforto_2,2,38.7,12.9,2
6,casa_construcao,64,11346.79,140.08382716049383,64
6,cine_foto,10,526.75,35.11666666666667,10
6,climatizacao,18,5652.38,217.39923076923077,18
6,consoles_games,68,12820.33,170.93773333333334,68
6,construcao_ferramentas_construcao,112,23710.08,191.21032258064517,111
6,construcao_ferramentas_ferramentas,4,527.0,131.75,4
6,construcao_ferramentas_iluminacao,35,4629.41,102.87577777777777,35
6,construcao_ferramentas_jardim,14,1433.93,84.34882352941177,14
6,construcao_ferramentas_seguranca,16,2664.37,156.72764705882352,16
6,cool_stuff,297,58377.51,185.32542857142857,297
6,dvds_blu_ray,9,509.57,50.957,9
6,eletrodomesticos,109,8449.56,76.12216216216216,97
6,eletrodomesticos_2,24,15438.36,376.54536585365855,23
6,eletronicos,214,11826.15,50.11080508474576,214
6,eletroportateis,67,25929.49,345.72653333333335,67
6,esporte_lazer,627,80598.5,109.06427604871448,622
6,fashion_bolsas_e_acessorios,159,16160.65,88.79478021978022,158
6,fashion_calcados,27,2991.48,90.6509090909091,27
6,fashion_esporte,6,495.49,82.58166666666666,6
6,fashion_roupa_feminina,3,154.8,51.6,3
6,fashion_roupa_infanto_juvenil,2,199.99,99.995,2
6,fashion_roupa_masculina,14,1067.39,59.29944444444445,14
6,fashion_underwear_e_moda_praia,4,193.1,21.455555555555556,4
6,ferramentas_jardim,251,34327.36,111.81550488599349,251
6,flores,1,108.0,54.0,1
6,fraldas_higiene,7,321.0,45.857142857142854,7
6,industria_comercio_e_negocios,23,2886.87,103.10249999999999,23
6,informatica_acessorios,577,82001.46,116.8111965811966,573
6,instrumentos_musicais,63,23060.74,329.4391428571429,63
6,livros_importados,10,567.17,51.560909090909085,10
6,livros_interesse_geral,53,5285.47,88.09116666666667,53
6,livros_tecnicos,28,1893.33,67.61892857142857,28
6,malas_acessorios,96,13991.57,135.8404854368932,96
6,market_place,22,1815.41,78.93086956521739,21
6,moveis_cozinha_area_de_servico_jantar_e_jardim,26,5481.13,121.80288888888889,26
6,moveis_decoracao,498,60081.76,92.14993865030675,495
6,moveis_escritorio,105,20582.53,157.1185496183206,105
6,moveis_quarto,10,1868.98,169.90727272727273,10
6,moveis_sala,39,5682.61,118.38770833333332,39
6,musica,7,1179.83,147.47875,7
6,papelaria,182,17466.75,81.2406976744186,181
6,pc_gamer,1,129.99,129.99,1
6,pcs,8,13127.0,1009.7692307692307,8
6,perfumaria,315,53339.0,148.5766016713092,313
6,pet_shop,212,27115.15,105.09748062015504,212
6,portateis_casa_forno_e_cafe,4,3570.9,892.725,4
6,relogios_presentes,566,119118.76,190.590016,563
6,sinalizacao_e_seguranca,20,6137.08,211.62344827586207,20
6,tablets_impressao_imagem,7,842.0,93.55555555555556,7
6,telefonia,356,33993.3,86.05898734177217,355
6,telefonia_fixa,27,3046.98,101.566,27
6,utilidades_domesticas,759,84275.9,86.61449126413154,756
7,agro_industria_e_comercio,30,9877.19,308.6621875,30
7,alimentos,66,3962.33,55.807464788732396,66
7,alimentos_bebidas,22,981.9300000000001,37.76653846153847,22
7,artes,24,2329.94,93.19760000000001,24
7,artes_e_artesanato,11,784.47,65.3725,11
7,artigos_de_festas,3,127.4,42.46666666666667,3
7,artigos_de_natal,10,574.65,57.464999999999996,10
7,audio,28,2834.33,97.73551724137931,28
7,automotivo,433,58680.81,123.53854736842105,430
7,bebes,334,41269.89,108.89153034300791,334
7,bebidas,19,1609.14,80.45700000000001,19
7,beleza_saude,991,144452.35,127.83393805309736,978
7,brinquedos,351,43439.83,112.83072727272727,351
7,cama_mesa_banho,1031,124654.87,98.9324365079365,1018
7,casa_conforto,60,7772.83,109.47647887323943,60
7,casa_conforto_2,3,51.6,12.9,3
7,casa_construcao,59,7143.6,109.90153846153846,59
7,cds_dvds_musicais,4,225.0,45.0,4
7,cine_foto,7,1178.54,168.36285714285714,7
7,climatizacao,20,4053.96,184.2709090909091,19
7,consoles_games,95,15776.26,153.167572815534,95
7,construcao_ferramentas_construcao,103,16061.210000000001,129.5258870967742,103
7,construcao_ferramentas_ferramentas,10,5501.2,458.43333333333334,10
7,construcao_ferramentas_iluminacao,41,8045.51,136.36457627118645,41
7,construcao_ferramentas_jardim,27,2304.05,69.81969696969698,27
7,construcao_ferramentas_seguranca,15,1888.95,125.93,15
7,cool_stuff,340,70754.69,189.18366310160428,340
7,dvds_blu_ray,5,833.6899999999999,166.738,5
7,eletrodomesticos,116,9200.42,77.31445378151261,108
7,eletrodomesticos_2,29,13631.31,454.377,28
7,eletronicos,232,21128.93,78.83929104477612,232
7,eletroportateis,69,13461.61,172.5847435897436,69
7,esporte_lazer,755,100606.08,112.03349665924276,744
7,fashion_bolsas_e_acessorios,158,11976.36,68.43634285714286,157
7,fashion_calcados,24,2243.2,89.728,24
7,fashion_esporte,1,69.9,69.9,1
7,fashion_roupa_feminina,4,310.70000000000005,77.67500000000001,4
7,fashion_roupa_masculina,13,1138.39,66.96411764705883,13
7,fashion_underwear_e_moda_praia,5,684.1,68.41,5
7,ferramentas_jardim,313,48364.79,127.27576315789474,313
7,flores,2,47.989999999999995,23.994999999999997,2
7,fraldas_higiene,4,149.8,37.45,4
7,industria_comercio_e_negocios,15,4943.17,308.948125,15
7,informatica_acessorios,663,85291.42,108.10065906210393,658
7,instrumentos_musicais,61,18262.989999999998,250.17794520547943,61
7,la_cuisine,4,718.98,119.83,4
7,livros_importados,6,402.78,50.3475,6
7,livros_interesse_geral,37,5399.84,138.45743589743591,37
7,livros_tecnicos,30,2634.81,87.827,30
7,malas_acessorios,126,15472.130000000001,109.73141843971632,126
7,market_place,17,1902.04,95.102,17
7,moveis_colchao_e_estofado,2,239.3,119.65,2
7,moveis_cozinha_area_de_servico_jantar_e_jardim,30,5192.45,152.71911764705882,30
7,moveis_decoracao,600,74992.84,93.15880745341614,594
7,moveis_escritorio,161,33877.49,157.56972093023253,159
7,moveis_quarto,12,4390.89,146.363,12
7,moveis_sala,77,12288.35,133.56902173913045,76
7,musica,4,1178.3,294.575,4
7,papelaria,244,24799.64,89.2073381294964,243
7,pc_gamer,2,677.0,225.66666666666666,2
7,pcs,8,11239.0,1404.875,8
7,perfumaria,293,36189.84,105.81824561403508,290
7,pet_shop,211,26771.61,105.40003937007874,210
7,portateis_casa_forno_e_cafe,14,4699.67,313.3113333333333,14
7,portateis_cozinha_e_preparadores_de_alimentos,7,172.03,21.50375,7
7,relogios_presentes,671,137342.86000000002,188.14090410958906,665
7,sinalizacao_e_seguranca,24,4315.38,123.29657142857143,24
7,tablets_impressao_imagem,2,198.0,99.0,2
7,telefonia,342,37216.42,96.41559585492227,340
7,telefonia_fixa,16,9538.12,476.90600000000006,16
7,utilidades_domesticas,699,89534.81,99.81584169453734,695
8,agro_industria_e_comercio,15,5109.09,232.23136363636365,15
8,alimentos,111,8940.65,66.72126865671642,111
8,alimentos_bebidas,28,1562.62,41.12157894736842,28
8,artes,22,1826.08,79.39478260869565,22
8,artes_e_artesanato,9,901.76,100.19555555555556,8
8,artigos_de_festas,14,1555.29,91.48764705882353,14
8,artigos_de_natal,12,623.27,51.939166666666665,12
8,audio,31,3323.7,87.46578947368421,31
8,automotivo,485,72772.19,129.71869875222816,485
8,bebes,331,43078.590000000004,120.33125698324024,331
8,bebidas,27,1597.13,49.9103125,27
8,beleza_saude,1123,174685.78,140.1972552166934,1117
8,brinquedos,325,36759.51,102.39417827298051,324
8,cama_mesa_banho,1006,122658.28,97.81362041467304,999
8,casa_conforto,39,6331.37,140.6971111111111,39
8,casa_conforto_2,2,38.7,12.9,2
8,casa_construcao,46,7140.96,142.8192,46
8,cds_dvds_musicais,2,135.0,45.0,2
8,cine_foto,9,685.28,68.52799999999999,9
8,climatizacao,29,7954.53,214.9872972972973,29
8,consoles_games,141,14208.53,88.8033125,141
8,construcao_ferramentas_construcao,130,24543.11,138.6616384180791,130
8,construcao_ferramentas_ferramentas,14,1255.77,89.69785714285715,14
8,construcao_ferramentas_iluminacao,58,8888.53,132.66462686567166,58
8,construcao_ferramentas_jardim,26,5119.85,150.58382352941177,26
8,construcao_ferramentas_seguranca,23,4079.02,151.0748148148148,23
8,cool_stuff,361,62943.68,156.18779156327543,360
8,dvds_blu_ray,7,122.29999999999998,17.471428571428568,7
8,eletrodomesticos,113,11597.4,97.45714285714286,105
8,eletrodomesticos_2,32,15066.21,443.12382352941177,30
8,eletronicos,167,13802.12,77.9780790960452,166
8,eletroportateis,57,12000.97,190.4915873015873,57
8,esporte_lazer,819,94558.8,103.23013100436681,811
8,fashion_bolsas_e_acessorios,211,15557.78,65.9227966101695,209
